directory,file_name,variable_name,variable_type,description
data,gdho_full.rda,ope_original_currency_code,character,Currency code for operational program expenditure
data,gdho_full.rda,humexp_approx_usd,double,Approximate humanitarian expenditure in USD
data,gdho_full.rda,humexp_imputed,character,Imputed approximate humanitarian expenditure in USD
data,gdho_full.rda,humexp_inflation_adjusted,double,Approximate humanitarian expenditure adjusted for inflation
data,gdho_full.rda,afghanistan,integer,Country operational presence indicator
data,gdho_full.rda,albania,integer,Country operational presence indicator
data,gdho_full.rda,algeria,integer,Country operational presence indicator
data,gdho_full.rda,american_samoa,integer,Country operational presence indicator
data,gdho_full.rda,andorra,integer,Country operational presence indicator
data,gdho_full.rda,angola,integer,Country operational presence indicator
data,gdho_full.rda,anguilla,integer,Country operational presence indicator
data,gdho_full.rda,antarctica,integer,Country operational presence indicator
data,gdho_full.rda,antigua_and_barbuda,integer,Country operational presence indicator
data,gdho_full.rda,argentina,integer,Country operational presence indicator
data,gdho_full.rda,armenia,integer,Country operational presence indicator
data,gdho_full.rda,aruba,integer,Country operational presence indicator
data,gdho_full.rda,australia,integer,Country operational presence indicator
data,gdho_full.rda,austria,integer,Country operational presence indicator
data,gdho_full.rda,azerbaijan,integer,Country operational presence indicator
data,gdho_full.rda,bahamas,integer,Country operational presence indicator
data,gdho_full.rda,bahrain,integer,Country operational presence indicator
data,gdho_full.rda,bangladesh,integer,Country operational presence indicator
data,gdho_full.rda,barbados,integer,Country operational presence indicator
data,gdho_full.rda,belarus,integer,Country operational presence indicator
data,gdho_full.rda,belgium,integer,Country operational presence indicator
data,gdho_full.rda,belize,integer,Country operational presence indicator
data,gdho_full.rda,benin,integer,Country operational presence indicator
data,gdho_full.rda,bermuda,integer,Country operational presence indicator
data,gdho_full.rda,bhutan,integer,Country operational presence indicator
data,gdho_full.rda,bolivia,integer,Country operational presence indicator
data,gdho_full.rda,bosnia_and_herzegovina,integer,Country operational presence indicator
data,gdho_full.rda,botswana,integer,Country operational presence indicator
data,gdho_full.rda,bouvet_island,integer,Country operational presence indicator
data,gdho_full.rda,brazil,integer,Country operational presence indicator
data,gdho_full.rda,british_indian_ocean_territory,integer,Country operational presence indicator
data,gdho_full.rda,brunei_darussalam,integer,Country operational presence indicator
data,gdho_full.rda,bulgaria,integer,Country operational presence indicator
data,gdho_full.rda,burkina_faso,integer,Country operational presence indicator
data,gdho_full.rda,burundi,integer,Country operational presence indicator
data,gdho_full.rda,cambodia,integer,Country operational presence indicator
data,gdho_full.rda,cameroon,integer,Country operational presence indicator
data,gdho_full.rda,canada,integer,Country operational presence indicator
data,gdho_full.rda,cape_verde,integer,Country operational presence indicator
data,gdho_full.rda,cayman_islands,integer,Country operational presence indicator
data,gdho_full.rda,central_african_republic,integer,Country operational presence indicator
data,gdho_full.rda,chad,integer,Country operational presence indicator
data,gdho_full.rda,chile,integer,Country operational presence indicator
data,gdho_full.rda,china,integer,Country operational presence indicator
data,gdho_full.rda,christmas_island,integer,Country operational presence indicator
data,gdho_full.rda,cocos_keeling_islands,integer,Country operational presence indicator
data,gdho_full.rda,colombia,integer,Country operational presence indicator
data,gdho_full.rda,comoros,integer,Country operational presence indicator
data,gdho_full.rda,congo,integer,Country operational presence indicator
data,gdho_full.rda,cook_islands,integer,Country operational presence indicator
data,gdho_full.rda,costa_rica,integer,Country operational presence indicator
data,gdho_full.rda,cote_d'ivoire,integer,Country operational presence indicator
data,gdho_full.rda,croatia,integer,Country operational presence indicator
data,gdho_full.rda,cuba,integer,Country operational presence indicator
data,gdho_full.rda,cyprus,integer,Country operational presence indicator
data,gdho_full.rda,czech_republic,integer,Country operational presence indicator
data,gdho_full.rda,denmark,integer,Country operational presence indicator
data,gdho_full.rda,djibouti,integer,Country operational presence indicator
data,gdho_full.rda,dominica,integer,Country operational presence indicator
data,gdho_full.rda,dominican_republic,integer,Country operational presence indicator
data,gdho_full.rda,dr_congo,integer,Country operational presence indicator
data,gdho_full.rda,ecuador,integer,Country operational presence indicator
data,gdho_full.rda,egypt,integer,Country operational presence indicator
data,gdho_full.rda,el_salvador,integer,Country operational presence indicator
data,gdho_full.rda,equatorial_guinea,integer,Country operational presence indicator
data,gdho_full.rda,eritrea,integer,Country operational presence indicator
data,gdho_full.rda,estonia,integer,Country operational presence indicator
data,gdho_full.rda,ethiopia,integer,Country operational presence indicator
data,gdho_full.rda,falkland_islands_malvinas,integer,Country operational presence indicator
data,gdho_full.rda,faroe_islands,integer,Country operational presence indicator
data,gdho_full.rda,fiji,integer,Country operational presence indicator
data,gdho_full.rda,finland,integer,Country operational presence indicator
data,gdho_full.rda,france,integer,Country operational presence indicator
data,gdho_full.rda,french_guiana,integer,Country operational presence indicator
data,gdho_full.rda,french_polynesia,integer,Country operational presence indicator
data,gdho_full.rda,french_southern_territories,integer,Country operational presence indicator
data,gdho_full.rda,gabon,integer,Country operational presence indicator
data,gdho_full.rda,gambia,integer,Country operational presence indicator
data,gdho_full.rda,georgia,integer,Country operational presence indicator
data,gdho_full.rda,germany,integer,Country operational presence indicator
data,gdho_full.rda,ghana,integer,Country operational presence indicator
data,gdho_full.rda,gibraltar,integer,Country operational presence indicator
data,gdho_full.rda,greece,integer,Country operational presence indicator
data,gdho_full.rda,greenland,integer,Country operational presence indicator
data,gdho_full.rda,grenada,integer,Country operational presence indicator
data,gdho_full.rda,guadeloupe,integer,Country operational presence indicator
data,gdho_full.rda,guam,integer,Country operational presence indicator
data,gdho_full.rda,guatemala,integer,Country operational presence indicator
data,gdho_full.rda,guinea,integer,Country operational presence indicator
data,gdho_full.rda,guinea-bissau,integer,Country operational presence indicator
data,gdho_full.rda,guyana,integer,Country operational presence indicator
data,gdho_full.rda,haiti,integer,Country operational presence indicator
data,gdho_full.rda,heard_island_and_mcdonald_islands,integer,Country operational presence indicator
data,gdho_full.rda,holy_see_vatican_city_state,integer,Country operational presence indicator
data,gdho_full.rda,honduras,integer,Country operational presence indicator
data,gdho_full.rda,hong_kong,integer,Country operational presence indicator
data,gdho_full.rda,hungary,integer,Country operational presence indicator
data,gdho_full.rda,iceland,integer,Country operational presence indicator
data,gdho_full.rda,india,integer,Country operational presence indicator
data,gdho_full.rda,indonesia,integer,Country operational presence indicator
data,gdho_full.rda,iran_islamic_republic_of,integer,Country operational presence indicator
data,gdho_full.rda,iraq,integer,Country operational presence indicator
data,gdho_full.rda,ireland,integer,Country operational presence indicator
data,gdho_full.rda,israel,integer,Country operational presence indicator
data,gdho_full.rda,italy,integer,Country operational presence indicator
data,gdho_full.rda,jamaica,integer,Country operational presence indicator
data,gdho_full.rda,japan,integer,Country operational presence indicator
data,gdho_full.rda,jordan,integer,Country operational presence indicator
data,gdho_full.rda,kazakhstan,integer,Country operational presence indicator
data,gdho_full.rda,kenya,integer,Country operational presence indicator
data,gdho_full.rda,kiribati,integer,Country operational presence indicator
data,gdho_full.rda,korea_democratic_people's_republic_of,integer,Country operational presence indicator
data,gdho_full.rda,korea_republic_of,integer,Country operational presence indicator
data,gdho_full.rda,kuwait,integer,Country operational presence indicator
data,gdho_full.rda,kyrgyzstan,integer,Country operational presence indicator
data,gdho_full.rda,lao_people's_democratic_republic,integer,Country operational presence indicator
data,gdho_full.rda,latvia,integer,Country operational presence indicator
data,gdho_full.rda,lebanon,integer,Country operational presence indicator
data,gdho_full.rda,lesotho,integer,Country operational presence indicator
data,gdho_full.rda,liberia,integer,Country operational presence indicator
data,gdho_full.rda,libyan_arab_jamahiriya,integer,Country operational presence indicator
data,gdho_full.rda,liechtenstein,integer,Country operational presence indicator
data,gdho_full.rda,lithuania,integer,Country operational presence indicator
data,gdho_full.rda,luxembourg,integer,Country operational presence indicator
data,gdho_full.rda,macao,integer,Country operational presence indicator
data,gdho_full.rda,macedonia_the_former_yugoslav_republic_of,integer,Country operational presence indicator
data,gdho_full.rda,madagascar,integer,Country operational presence indicator
data,gdho_full.rda,malawi,integer,Country operational presence indicator
data,gdho_full.rda,malaysia,integer,Country operational presence indicator
data,gdho_full.rda,maldives,integer,Country operational presence indicator
data,gdho_full.rda,mali,integer,Country operational presence indicator
data,gdho_full.rda,malta,integer,Country operational presence indicator
data,gdho_full.rda,marshall_islands,integer,Country operational presence indicator
data,gdho_full.rda,martinique,integer,Country operational presence indicator
data,gdho_full.rda,mauritania,integer,Country operational presence indicator
data,gdho_full.rda,mauritius,integer,Country operational presence indicator
data,gdho_full.rda,mayotte,integer,Country operational presence indicator
data,gdho_full.rda,mexico,integer,Country operational presence indicator
data,gdho_full.rda,micronesia_federated_states_of,integer,Country operational presence indicator
data,gdho_full.rda,moldova_republic_of,integer,Country operational presence indicator
data,gdho_full.rda,monaco,integer,Country operational presence indicator
data,gdho_full.rda,mongolia,integer,Country operational presence indicator
data,gdho_full.rda,montserrat,integer,Country operational presence indicator
data,gdho_full.rda,morocco,integer,Country operational presence indicator
data,gdho_full.rda,mozambique,integer,Country operational presence indicator
data,gdho_full.rda,myanmar,integer,Country operational presence indicator
data,gdho_full.rda,namibia,integer,Country operational presence indicator
data,gdho_full.rda,nauru,integer,Country operational presence indicator
data,gdho_full.rda,nepal,integer,Country operational presence indicator
data,gdho_full.rda,netherlands,integer,Country operational presence indicator
data,gdho_full.rda,netherlands_antilles,integer,Country operational presence indicator
data,gdho_full.rda,new_caledonia,integer,Country operational presence indicator
data,gdho_full.rda,new_zealand,integer,Country operational presence indicator
data,gdho_full.rda,nicaragua,integer,Country operational presence indicator
data,gdho_full.rda,niger,integer,Country operational presence indicator
data,gdho_full.rda,nigeria,integer,Country operational presence indicator
data,gdho_full.rda,niue,integer,Country operational presence indicator
data,gdho_full.rda,norfolk_island,integer,Country operational presence indicator
data,gdho_full.rda,northern_mariana_islands,integer,Country operational presence indicator
data,gdho_full.rda,norway,integer,Country operational presence indicator
data,gdho_full.rda,occupied_palestinian_territories,integer,Country operational presence indicator
data,gdho_full.rda,oman,integer,Country operational presence indicator
data,gdho_full.rda,pakistan,integer,Country operational presence indicator
data,gdho_full.rda,palau,integer,Country operational presence indicator
data,gdho_full.rda,panama,integer,Country operational presence indicator
data,gdho_full.rda,papua_new_guinea,integer,Country operational presence indicator
data,gdho_full.rda,paraguay,integer,Country operational presence indicator
data,gdho_full.rda,peru,integer,Country operational presence indicator
data,gdho_full.rda,philippines,integer,Country operational presence indicator
data,gdho_full.rda,pitcairn,integer,Country operational presence indicator
data,gdho_full.rda,poland,integer,Country operational presence indicator
data,gdho_full.rda,portugal,integer,Country operational presence indicator
data,gdho_full.rda,puerto_rico,integer,Country operational presence indicator
data,gdho_full.rda,qatar,integer,Country operational presence indicator
data,gdho_full.rda,reunion,integer,Country operational presence indicator
data,gdho_full.rda,romania,integer,Country operational presence indicator
data,gdho_full.rda,russian_federation,integer,Country operational presence indicator
data,gdho_full.rda,rwanda,integer,Country operational presence indicator
data,gdho_full.rda,saint_helena,integer,Country operational presence indicator
data,gdho_full.rda,saint_kitts_and_nevis,integer,Country operational presence indicator
data,gdho_full.rda,saint_lucia,integer,Country operational presence indicator
data,gdho_full.rda,saint_pierre_and_miquelon,integer,Country operational presence indicator
data,gdho_full.rda,saint_vincent_and_the_grenadines,integer,Country operational presence indicator
data,gdho_full.rda,samoa,integer,Country operational presence indicator
data,gdho_full.rda,san_marino,integer,Country operational presence indicator
data,gdho_full.rda,sao_tome_and_principe,integer,Country operational presence indicator
data,gdho_full.rda,saudi_arabia,integer,Country operational presence indicator
data,gdho_full.rda,senegal,integer,Country operational presence indicator
data,gdho_full.rda,serbia_and_montenegro,integer,Country operational presence indicator
data,gdho_full.rda,seychelles,integer,Country operational presence indicator
data,gdho_full.rda,sierra_leone,integer,Country operational presence indicator
data,gdho_full.rda,singapore,integer,Country operational presence indicator
data,gdho_full.rda,slovakia,integer,Country operational presence indicator
data,gdho_full.rda,slovenia,integer,Country operational presence indicator
data,gdho_full.rda,solomon_islands,integer,Country operational presence indicator
data,gdho_full.rda,somalia,integer,Country operational presence indicator
data,gdho_full.rda,south_africa,integer,Country operational presence indicator
data,gdho_full.rda,south_georgia_and_the_south_sandwich_islands,integer,Country operational presence indicator
data,gdho_full.rda,south_sudan,integer,Country operational presence indicator
data,gdho_full.rda,spain,integer,Country operational presence indicator
data,gdho_full.rda,sri_lanka,integer,Country operational presence indicator
data,gdho_full.rda,sudan,integer,Country operational presence indicator
data,gdho_full.rda,suriname,integer,Country operational presence indicator
data,gdho_full.rda,svalbard_and_jan_mayen,integer,Country operational presence indicator
data,gdho_full.rda,swaziland,integer,Country operational presence indicator
data,gdho_full.rda,sweden,integer,Country operational presence indicator
data,gdho_full.rda,switzerland,integer,Country operational presence indicator
data,gdho_full.rda,syrian_arab_republic,integer,Country operational presence indicator
data,gdho_full.rda,taiwan,integer,Country operational presence indicator
data,gdho_full.rda,tajikistan,integer,Country operational presence indicator
data,gdho_full.rda,tanzania,integer,Country operational presence indicator
data,gdho_full.rda,thailand,integer,Country operational presence indicator
data,gdho_full.rda,timor-leste,integer,Country operational presence indicator
data,gdho_full.rda,togo,integer,Country operational presence indicator
data,gdho_full.rda,tokelau,integer,Country operational presence indicator
data,gdho_full.rda,tonga,integer,Country operational presence indicator
data,gdho_full.rda,trinidad_and_tobago,integer,Country operational presence indicator
data,gdho_full.rda,tunisia,integer,Country operational presence indicator
data,gdho_full.rda,turkey,integer,Country operational presence indicator
data,gdho_full.rda,turkmenistan,integer,Country operational presence indicator
data,gdho_full.rda,turks_and_caicos_islands,integer,Country operational presence indicator
data,gdho_full.rda,tuvalu,integer,Country operational presence indicator
data,gdho_full.rda,uganda,integer,Country operational presence indicator
data,gdho_full.rda,ukraine,integer,Country operational presence indicator
data,gdho_full.rda,united_arab_emirates,integer,Country operational presence indicator
data,gdho_full.rda,united_kingdom,integer,Country operational presence indicator
data,gdho_full.rda,united_states,integer,Country operational presence indicator
data,gdho_full.rda,united_states_minor_outlying_islands,integer,Country operational presence indicator
data,gdho_full.rda,uruguay,integer,Country operational presence indicator
data,gdho_full.rda,uzbekistan,integer,Country operational presence indicator
data,gdho_full.rda,vanuatu,integer,Country operational presence indicator
data,gdho_full.rda,venezuela,integer,Country operational presence indicator
data,gdho_full.rda,vietnam,integer,Country operational presence indicator
data,gdho_full.rda,virgin_islands_british,integer,Country operational presence indicator
data,gdho_full.rda,virgin_islands_u.s.,integer,Country operational presence indicator
data,gdho_full.rda,wallis_and_futuna,integer,Country operational presence indicator
data,gdho_full.rda,western_sahara,integer,Country operational presence indicator
data,gdho_full.rda,yemen,integer,Country operational presence indicator
data,gdho_full.rda,zambia,integer,Country operational presence indicator
data,gdho_full.rda,zimbabwe,integer,Country operational presence indicator
data,gdho.rda,id,integer,A unique Id for each organisation
data,gdho.rda,year,integer,Latest year information is available for
data,gdho.rda,name,character,Full organisation name
data,gdho.rda,abbreviated_name,character,Organisation abbreviation or acronym
data,gdho.rda,type,integer,"National NGO (NNGO), International NGO (INGO), UN, Red Cross/Crescent classification"
data,gdho.rda,international_or_national,integer,Organisation’s reach
data,gdho.rda,website,character,Organisation page url
data,gdho.rda,hq_location,character,Country where HQ office is located
data,gdho.rda,year_founded,integer,Year of establishment
data,gdho.rda,year_closed,integer,Year closed or last year of visible activity
data,gdho.rda,countries_of_operation_count,integer,Number of countries operational in
data,gdho.rda,sector,integer,"Children/youth, coordination, disabilities, education, environment, food security/agriculture, health, landmines, livelihoods, logistics/communications, nutrition, refugees, shelter, veterinary, water/sanitation, women"
data,gdho.rda,religious_or_secular,integer,Organisations religious affiliation
data,gdho.rda,religion,character,"Specific religious affiliation (ex. Catholic, Islamic, Jewish)"
data,gdho.rda,red_cross_code_of_conduct_signatory,integer,Signatory status of the organisation
data,gdho.rda,chs_member,integer,Signatory status to the Core Humanitarian Standard on Quality and Accountability 
data,gdho.rda,interaction_member,integer,Membership status
data,gdho.rda,icva_member,integer,Membership status
data,gdho.rda,staff,integer,Actual number of total staff
data,gdho.rda,staff_imputed,character,Imputed number of total staff
data,gdho.rda,natl,integer,Actual number of national staff
data,gdho.rda,natl_imputed,character,Imputed number of national staff
data,gdho.rda,intl,integer,Actual number of international staff
data,gdho.rda,intl_imputed,character,Imputed number of international staff
data,gdho.rda,percent_intl,double,Percent of total staff that are international
data,gdho.rda,ope_approx_usd,double,Actual approximate annual operational program expenditure in USD
data,gdho.rda,ope_imputed,character,Imputed approximate annual operational program expenditure in USD
data,gdho.rda,ope/staff,double,Percent of operational program expenditure per staff member
data,gdho.rda,ope_inflation_adjusted,double,Operational program expenditure adjusted for inflation
data,gdho.rda,ope_original_currency,character,Actual approximate operational program expenditure in original currency used by organisation
data,gdho.rda,ope_original_amount,character,Operational program expenditure amount in original currency
data,gdho.rda,ope_original_currency_code,character,Currency code for operational program expenditure
data,gdho.rda,humexp_approx_usd,double,Approximate humanitarian expenditure in USD
data,gdho.rda,humexp_imputed,character,Imputed approximate humanitarian expenditure in USD
data,gdho.rda,humexp_inflation_adjusted,double,Approximate humanitarian expenditure adjusted for inflation
